,aeronave_ano_fabricacao,aeronave_nivel_dano,aeronave_fatalidades_total,fator_area,ocorrencia_classificacao,ocorrencia_dia,idade_aeronave,ocorrencia_longitude,ocorrencia_latitude,ocorrencia_hora,timestamp,rain,windspeed_100m
45331,2001.0,NENHUM,0.0,FATOR OPERACIONAL,ACIDENTE,06/01/2012,11.0,-46.4730555556,-23.4355555556,13:44:00,2012-06-01 13:00:00,0.0,11.4
45331,2001.0,NENHUM,0.0,FATOR HUMANO,ACIDENTE,06/01/2012,11.0,-46.4730555556,-23.4355555556,13:44:00,2012-06-01 13:00:00,0.0,11.4
45331,2001.0,NENHUM,0.0,FATOR HUMANO,ACIDENTE,06/01/2012,11.0,-46.4730555556,-23.4355555556,13:44:00,2012-06-01 13:00:00,0.0,11.4
45331,2001.0,NENHUM,0.0,FATOR HUMANO,ACIDENTE,06/01/2012,11.0,-46.4730555556,-23.4355555556,13:44:00,2012-06-01 13:00:00,0.0,11.4
45331,2001.0,NENHUM,0.0,FATOR HUMANO,ACIDENTE,06/01/2012,11.0,-46.4730555556,-23.4355555556,13:44:00,2012-06-01 13:00:00,0.0,11.4
45331,2001.0,NENHUM,0.0,FATOR OPERACIONAL,ACIDENTE,06/01/2012,11.0,-46.4730555556,-23.4355555556,13:44:00,2012-06-01 13:00:00,0.0,11.4
45331,2001.0,NENHUM,0.0,FATOR HUMANO,ACIDENTE,06/01/2012,11.0,-46.4730555556,-23.4355555556,13:44:00,2012-06-01 13:00:00,0.0,11.4
45331,2001.0,NENHUM,0.0,FATOR HUMANO,ACIDENTE,06/01/2012,11.0,-46.4730555556,-23.4355555556,13:44:00,2012-06-01 13:00:00,0.0,11.4
45331,2001.0,NENHUM,0.0,FATOR OPERACIONAL,ACIDENTE,06/01/2012,11.0,-46.4730555556,-23.4355555556,13:44:00,2012-06-01 13:00:00,0.0,11.4
45331,2001.0,NENHUM,0.0,FATOR HUMANO,ACIDENTE,06/01/2012,11.0,-46.4730555556,-23.4355555556,13:44:00,2012-06-01 13:00:00,0.0,11.4
45331,2001.0,NENHUM,0.0,FATOR OPERACIONAL,ACIDENTE,06/01/2012,11.0,-46.4730555556,-23.4355555556,13:44:00,2012-06-01 13:00:00,0.0,11.4
45331,2001.0,NENHUM,0.0,FATOR HUMANO,ACIDENTE,06/01/2012,11.0,-46.4730555556,-23.4355555556,13:44:00,2012-06-01 13:00:00,0.0,11.4
45331,2001.0,NENHUM,0.0,FATOR HUMANO,ACIDENTE,06/01/2012,11.0,-46.4730555556,-23.4355555556,13:44:00,2012-06-01 13:00:00,0.0,11.4
45331,2001.0,NENHUM,0.0,FATOR HUMANO,ACIDENTE,06/01/2012,11.0,-46.4730555556,-23.4355555556,13:44:00,2012-06-01 13:00:00,0.0,11.4
45331,2001.0,NENHUM,0.0,FATOR OPERACIONAL,ACIDENTE,06/01/2012,11.0,-46.4730555556,-23.4355555556,13:44:00,2012-06-01 13:00:00,0.0,11.4
45390,1989.0,SUBSTANCIAL,0.0,FATOR OPERACIONAL,ACIDENTE,20/01/2012,23.0,-49.4430555556,-18.4319444444,21:00:00,2012-01-20 21:00:00,0.1,2.9
45390,1989.0,SUBSTANCIAL,0.0,FATOR OPERACIONAL,ACIDENTE,20/01/2012,23.0,-49.4430555556,-18.4319444444,21:00:00,2012-01-20 21:00:00,0.1,2.9
45392,2000.0,SUBSTANCIAL,0.0,FATOR OPERACIONAL,ACIDENTE,19/01/2012,12.0,-47.8747222222,-15.8197222222,21:30:00,2012-01-19 21:00:00,0.3,10.6
45392,2000.0,SUBSTANCIAL,0.0,FATOR OPERACIONAL,ACIDENTE,19/01/2012,12.0,-47.8747222222,-15.8197222222,21:30:00,2012-01-19 21:00:00,0.3,10.6
45392,2000.0,SUBSTANCIAL,0.0,FATOR OPERACIONAL,ACIDENTE,19/01/2012,12.0,-47.8747222222,-15.8197222222,21:30:00,2012-01-19 21:00:00,0.3,10.6
45392,2000.0,SUBSTANCIAL,0.0,FATOR OPERACIONAL,ACIDENTE,19/01/2012,12.0,-47.8747222222,-15.8197222222,21:30:00,2012-01-19 21:00:00,0.3,10.6
45393,1967.0,SUBSTANCIAL,0.0,FATOR OPERACIONAL,ACIDENTE,22/01/2012,45.0,-43.37,-22.9875,20:25:00,2012-01-22 20:00:00,0.0,25.5
45393,1967.0,SUBSTANCIAL,0.0,FATOR OPERACIONAL,ACIDENTE,22/01/2012,45.0,-43.37,-22.9875,20:25:00,2012-01-22 20:00:00,0.0,25.5
45393,1967.0,SUBSTANCIAL,0.0,FATOR OPERACIONAL,ACIDENTE,22/01/2012,45.0,-43.37,-22.9875,20:25:00,2012-01-22 20:00:00,0.0,25.5
45393,1967.0,SUBSTANCIAL,0.0,FATOR OPERACIONAL,ACIDENTE,22/01/2012,45.0,-43.37,-22.9875,20:25:00,2012-01-22 20:00:00,0.0,25.5
45393,1967.0,SUBSTANCIAL,0.0,FATOR OPERACIONAL,ACIDENTE,22/01/2012,45.0,-43.37,-22.9875,20:25:00,2012-01-22 20:00:00,0.0,25.5
45393,1967.0,SUBSTANCIAL,0.0,FATOR OPERACIONAL,ACIDENTE,22/01/2012,45.0,-43.37,-22.9875,20:25:00,2012-01-22 20:00:00,0.0,25.5
45393,1967.0,SUBSTANCIAL,0.0,FATOR OPERACIONAL,ACIDENTE,22/01/2012,45.0,-43.37,-22.9875,20:25:00,2012-01-22 20:00:00,0.0,25.5
45393,1967.0,SUBSTANCIAL,0.0,FATOR OPERACIONAL,ACIDENTE,22/01/2012,45.0,-43.37,-22.9875,20:25:00,2012-01-22 20:00:00,0.0,25.5
45396,2005.0,LEVE,0.0,FATOR OPERACIONAL,INCIDENTE GRAVE,11/01/2012,7.0,-49.1383333333,-5.3677777778,11:21:00,2012-11-01 11:00:00,0.0,11.8
45396,2005.0,LEVE,0.0,FATOR OPERACIONAL,INCIDENTE GRAVE,11/01/2012,7.0,-49.1383333333,-5.3677777778,11:21:00,2012-11-01 11:00:00,0.0,11.8
45396,2005.0,LEVE,0.0,FATOR OPERACIONAL,INCIDENTE GRAVE,11/01/2012,7.0,-49.1383333333,-5.3677777778,11:21:00,2012-11-01 11:00:00,0.0,11.8
45396,2005.0,LEVE,0.0,FATOR OPERACIONAL,INCIDENTE GRAVE,11/01/2012,7.0,-49.1383333333,-5.3677777778,11:21:00,2012-11-01 11:00:00,0.0,11.8
45397,1997.0,SUBSTANCIAL,0.0,OUTRO,INCIDENTE GRAVE,22/01/2012,15.0,-43.5369444444,-23.0477777778,19:05:00,2012-01-22 19:00:00,0.0,24.5
45397,1997.0,SUBSTANCIAL,0.0,FATOR OPERACIONAL,INCIDENTE GRAVE,22/01/2012,15.0,-43.5369444444,-23.0477777778,19:05:00,2012-01-22 19:00:00,0.0,24.5
45397,1997.0,SUBSTANCIAL,0.0,FATOR MATERIAL,INCIDENTE GRAVE,22/01/2012,15.0,-43.5369444444,-23.0477777778,19:05:00,2012-01-22 19:00:00,0.0,24.5
45399,1977.0,NENHUM,0.0,FATOR OPERACIONAL,INCIDENTE GRAVE,18/01/2012,35.0,-49.2675,-1.1966666667,17:35:00,2012-01-18 17:00:00,1.8,8.3
45408,1977.0,SUBSTANCIAL,1.0,FATOR OPERACIONAL,ACIDENTE,11/01/2012,35.0,-48.2113888889,-24.5888888889,13:45:00,2012-11-01 13:00:00,0.0,10.9
45408,1977.0,SUBSTANCIAL,1.0,FATOR OPERACIONAL,ACIDENTE,11/01/2012,35.0,-48.2113888889,-24.5888888889,13:45:00,2012-11-01 13:00:00,0.0,10.9
45412,1988.0,DESTRUÍDA,2.0,FATOR OPERACIONAL,ACIDENTE,23/01/2012,24.0,-45.9561111111,-8.2775,09:33:00,2012-01-23 09:00:00,0.0,8.2
45412,1988.0,DESTRUÍDA,2.0,FATOR HUMANO,ACIDENTE,23/01/2012,24.0,-45.9561111111,-8.2775,09:33:00,2012-01-23 09:00:00,0.0,8.2
45412,1988.0,DESTRUÍDA,2.0,FATOR HUMANO,ACIDENTE,23/01/2012,24.0,-45.9561111111,-8.2775,09:33:00,2012-01-23 09:00:00,0.0,8.2
45412,1988.0,DESTRUÍDA,2.0,FATOR OPERACIONAL,ACIDENTE,23/01/2012,24.0,-45.9561111111,-8.2775,09:33:00,2012-01-23 09:00:00,0.0,8.2
45412,1988.0,DESTRUÍDA,2.0,FATOR OPERACIONAL,ACIDENTE,23/01/2012,24.0,-45.9561111111,-8.2775,09:33:00,2012-01-23 09:00:00,0.0,8.2
45412,1988.0,DESTRUÍDA,2.0,FATOR HUMANO,ACIDENTE,23/01/2012,24.0,-45.9561111111,-8.2775,09:33:00,2012-01-23 09:00:00,0.0,8.2
45412,1988.0,DESTRUÍDA,2.0,FATOR HUMANO,ACIDENTE,23/01/2012,24.0,-45.9561111111,-8.2775,09:33:00,2012-01-23 09:00:00,0.0,8.2
45412,1988.0,DESTRUÍDA,2.0,FATOR HUMANO,ACIDENTE,23/01/2012,24.0,-45.9561111111,-8.2775,09:33:00,2012-01-23 09:00:00,0.0,8.2
45412,1988.0,DESTRUÍDA,2.0,FATOR HUMANO,ACIDENTE,23/01/2012,24.0,-45.9561111111,-8.2775,09:33:00,2012-01-23 09:00:00,0.0,8.2
45412,1988.0,DESTRUÍDA,2.0,FATOR OPERACIONAL,ACIDENTE,23/01/2012,24.0,-45.9561111111,-8.2775,09:33:00,2012-01-23 09:00:00,0.0,8.2
45466,1979.0,SUBSTANCIAL,0.0,FATOR HUMANO,ACIDENTE,12/02/2012,33.0,-47.1080555556,-22.8591666667,19:25:00,2012-12-02 19:00:00,0.3,14.3
45466,1979.0,SUBSTANCIAL,0.0,FATOR OPERACIONAL,ACIDENTE,12/02/2012,33.0,-47.1080555556,-22.8591666667,19:25:00,2012-12-02 19:00:00,0.3,14.3
45466,1979.0,SUBSTANCIAL,0.0,OUTRO,ACIDENTE,12/02/2012,33.0,-47.1080555556,-22.8591666667,19:25:00,2012-12-02 19:00:00,0.3,14.3
45487,1982.0,DESTRUÍDA,4.0,FATOR HUMANO,ACIDENTE,16/02/2012,30.0,-49.5527777778,-2.2466666667,12:30:00,2012-02-16 12:00:00,0.1,5.6
45487,1982.0,DESTRUÍDA,4.0,FATOR HUMANO,ACIDENTE,16/02/2012,30.0,-49.5527777778,-2.2466666667,12:30:00,2012-02-16 12:00:00,0.1,5.6
45487,1982.0,DESTRUÍDA,4.0,FATOR HUMANO,ACIDENTE,16/02/2012,30.0,-49.5527777778,-2.2466666667,12:30:00,2012-02-16 12:00:00,0.1,5.6
45487,1982.0,DESTRUÍDA,4.0,FATOR HUMANO,ACIDENTE,16/02/2012,30.0,-49.5527777778,-2.2466666667,12:30:00,2012-02-16 12:00:00,0.1,5.6
45487,1982.0,DESTRUÍDA,4.0,FATOR OPERACIONAL,ACIDENTE,16/02/2012,30.0,-49.5527777778,-2.2466666667,12:30:00,2012-02-16 12:00:00,0.1,5.6
45487,1982.0,DESTRUÍDA,4.0,FATOR OPERACIONAL,ACIDENTE,16/02/2012,30.0,-49.5527777778,-2.2466666667,12:30:00,2012-02-16 12:00:00,0.1,5.6
45487,1982.0,DESTRUÍDA,4.0,FATOR OPERACIONAL,ACIDENTE,16/02/2012,30.0,-49.5527777778,-2.2466666667,12:30:00,2012-02-16 12:00:00,0.1,5.6
45487,1982.0,DESTRUÍDA,4.0,FATOR OPERACIONAL,ACIDENTE,16/02/2012,30.0,-49.5527777778,-2.2466666667,12:30:00,2012-02-16 12:00:00,0.1,5.6
45487,1982.0,DESTRUÍDA,4.0,FATOR HUMANO,ACIDENTE,16/02/2012,30.0,-49.5527777778,-2.2466666667,12:30:00,2012-02-16 12:00:00,0.1,5.6
45487,1982.0,DESTRUÍDA,4.0,FATOR OPERACIONAL,ACIDENTE,16/02/2012,30.0,-49.5527777778,-2.2466666667,12:30:00,2012-02-16 12:00:00,0.1,5.6
45487,1982.0,DESTRUÍDA,4.0,FATOR OPERACIONAL,ACIDENTE,16/02/2012,30.0,-49.5527777778,-2.2466666667,12:30:00,2012-02-16 12:00:00,0.1,5.6
45490,1996.0,DESTRUÍDA,3.0,FATOR HUMANO,ACIDENTE,25/02/2012,16.0,-48.42,-1.4886111111,11:47:00,2012-02-25 11:00:00,0.1,6.5
45490,1996.0,DESTRUÍDA,3.0,FATOR HUMANO,ACIDENTE,25/02/2012,16.0,-48.42,-1.4886111111,11:47:00,2012-02-25 11:00:00,0.1,6.5
45490,1996.0,DESTRUÍDA,3.0,FATOR OPERACIONAL,ACIDENTE,25/02/2012,16.0,-48.42,-1.4886111111,11:47:00,2012-02-25 11:00:00,0.1,6.5
45490,1996.0,DESTRUÍDA,3.0,FATOR HUMANO,ACIDENTE,25/02/2012,16.0,-48.42,-1.4886111111,11:47:00,2012-02-25 11:00:00,0.1,6.5
45490,1996.0,DESTRUÍDA,3.0,FATOR HUMANO,ACIDENTE,25/02/2012,16.0,-48.42,-1.4886111111,11:47:00,2012-02-25 11:00:00,0.1,6.5
45490,1996.0,DESTRUÍDA,3.0,FATOR OPERACIONAL,ACIDENTE,25/02/2012,16.0,-48.42,-1.4886111111,11:47:00,2012-02-25 11:00:00,0.1,6.5
45490,1996.0,DESTRUÍDA,3.0,FATOR OPERACIONAL,ACIDENTE,25/02/2012,16.0,-48.42,-1.4886111111,11:47:00,2012-02-25 11:00:00,0.1,6.5
45490,1996.0,DESTRUÍDA,3.0,FATOR HUMANO,ACIDENTE,25/02/2012,16.0,-48.42,-1.4886111111,11:47:00,2012-02-25 11:00:00,0.1,6.5
45523,1972.0,SUBSTANCIAL,0.0,FATOR OPERACIONAL,ACIDENTE,28/02/2012,40.0,-70.0252777778,-7.4391666667,21:30:00,2012-02-28 21:00:00,0.0,6.7
45523,1972.0,SUBSTANCIAL,0.0,FATOR OPERACIONAL,ACIDENTE,28/02/2012,40.0,-70.0252777778,-7.4391666667,21:30:00,2012-02-28 21:00:00,0.0,6.7
45523,1972.0,SUBSTANCIAL,0.0,FATOR OPERACIONAL,ACIDENTE,28/02/2012,40.0,-70.0252777778,-7.4391666667,21:30:00,2012-02-28 21:00:00,0.0,6.7
45523,1972.0,SUBSTANCIAL,0.0,FATOR OPERACIONAL,ACIDENTE,28/02/2012,40.0,-70.0252777778,-7.4391666667,21:30:00,2012-02-28 21:00:00,0.0,6.7
45524,1950.0,SUBSTANCIAL,0.0,FATOR OPERACIONAL,ACIDENTE,07/02/2012,62.0,-46.9436111111,-23.1816666667,16:10:00,2012-07-02 16:00:00,0.0,11.8
45524,1950.0,SUBSTANCIAL,0.0,FATOR OPERACIONAL,ACIDENTE,07/02/2012,62.0,-46.9436111111,-23.1816666667,16:10:00,2012-07-02 16:00:00,0.0,11.8
45524,1950.0,SUBSTANCIAL,0.0,FATOR OPERACIONAL,ACIDENTE,07/02/2012,62.0,-46.9436111111,-23.1816666667,16:10:00,2012-07-02 16:00:00,0.0,11.8
45524,1950.0,SUBSTANCIAL,0.0,FATOR OPERACIONAL,ACIDENTE,07/02/2012,62.0,-46.9436111111,-23.1816666667,16:10:00,2012-07-02 16:00:00,0.0,11.8
45525,1999.0,SUBSTANCIAL,0.0,FATOR OPERACIONAL,ACIDENTE,02/02/2012,13.0,-48.7388888889,-19.8138888889,21:30:00,2012-02-02 21:00:00,0.0,10.6
45525,1999.0,SUBSTANCIAL,0.0,FATOR HUMANO,ACIDENTE,02/02/2012,13.0,-48.7388888889,-19.8138888889,21:30:00,2012-02-02 21:00:00,0.0,10.6
45528,1981.0,SUBSTANCIAL,0.0,FATOR HUMANO,ACIDENTE,08/02/2012,31.0,-48.4938888889,-1.3916666667,01:44:00,2012-08-02 01:00:00,0.0,19.5
45528,1981.0,SUBSTANCIAL,0.0,FATOR HUMANO,ACIDENTE,08/02/2012,31.0,-48.4938888889,-1.3916666667,01:44:00,2012-08-02 01:00:00,0.0,19.5
45528,1981.0,SUBSTANCIAL,0.0,FATOR HUMANO,ACIDENTE,08/02/2012,31.0,-48.4938888889,-1.3916666667,01:44:00,2012-08-02 01:00:00,0.0,19.5
45528,1981.0,SUBSTANCIAL,0.0,FATOR OPERACIONAL,ACIDENTE,08/02/2012,31.0,-48.4938888889,-1.3916666667,01:44:00,2012-08-02 01:00:00,0.0,19.5
45528,1981.0,SUBSTANCIAL,0.0,FATOR HUMANO,ACIDENTE,08/02/2012,31.0,-48.4938888889,-1.3916666667,01:44:00,2012-08-02 01:00:00,0.0,19.5
45528,1981.0,SUBSTANCIAL,0.0,FATOR OPERACIONAL,ACIDENTE,08/02/2012,31.0,-48.4938888889,-1.3916666667,01:44:00,2012-08-02 01:00:00,0.0,19.5
45528,1981.0,SUBSTANCIAL,0.0,FATOR OPERACIONAL,ACIDENTE,08/02/2012,31.0,-48.4938888889,-1.3916666667,01:44:00,2012-08-02 01:00:00,0.0,19.5
45528,1981.0,SUBSTANCIAL,0.0,FATOR HUMANO,ACIDENTE,08/02/2012,31.0,-48.4938888889,-1.3916666667,01:44:00,2012-08-02 01:00:00,0.0,19.5
45528,1981.0,SUBSTANCIAL,0.0,FATOR HUMANO,ACIDENTE,08/02/2012,31.0,-48.4938888889,-1.3916666667,01:44:00,2012-08-02 01:00:00,0.0,19.5
45528,1981.0,SUBSTANCIAL,0.0,FATOR OPERACIONAL,ACIDENTE,08/02/2012,31.0,-48.4938888889,-1.3916666667,01:44:00,2012-08-02 01:00:00,0.0,19.5
45528,1981.0,SUBSTANCIAL,0.0,FATOR HUMANO,ACIDENTE,08/02/2012,31.0,-48.4938888889,-1.3916666667,01:44:00,2012-08-02 01:00:00,0.0,19.5
45564,2007.0,SUBSTANCIAL,0.0,FATOR OPERACIONAL,ACIDENTE,08/02/2012,5.0,-54.7394444444,-17.6447222222,09:50:00,2012-08-02 09:00:00,0.0,23.7
45564,2007.0,SUBSTANCIAL,0.0,FATOR OPERACIONAL,ACIDENTE,08/02/2012,5.0,-54.7394444444,-17.6447222222,09:50:00,2012-08-02 09:00:00,0.0,23.7
45564,2007.0,SUBSTANCIAL,0.0,FATOR OPERACIONAL,ACIDENTE,08/02/2012,5.0,-54.7394444444,-17.6447222222,09:50:00,2012-08-02 09:00:00,0.0,23.7
45571,1995.0,SUBSTANCIAL,0.0,FATOR HUMANO,ACIDENTE,22/02/2012,17.0,-48.3566666667,-1.3611111111,13:40:00,2012-02-22 13:00:00,0.0,15.0
45571,1995.0,SUBSTANCIAL,0.0,FATOR HUMANO,ACIDENTE,22/02/2012,17.0,-48.3566666667,-1.3611111111,13:40:00,2012-02-22 13:00:00,0.0,15.0
45571,1995.0,SUBSTANCIAL,0.0,FATOR OPERACIONAL,ACIDENTE,22/02/2012,17.0,-48.3566666667,-1.3611111111,13:40:00,2012-02-22 13:00:00,0.0,15.0
45571,1995.0,SUBSTANCIAL,0.0,FATOR OPERACIONAL,ACIDENTE,22/02/2012,17.0,-48.3566666667,-1.3611111111,13:40:00,2012-02-22 13:00:00,0.0,15.0
45571,1995.0,SUBSTANCIAL,0.0,FATOR OPERACIONAL,ACIDENTE,22/02/2012,17.0,-48.3566666667,-1.3611111111,13:40:00,2012-02-22 13:00:00,0.0,15.0
45571,1995.0,SUBSTANCIAL,0.0,FATOR HUMANO,ACIDENTE,22/02/2012,17.0,-48.3566666667,-1.3611111111,13:40:00,2012-02-22 13:00:00,0.0,15.0
45571,1995.0,SUBSTANCIAL,0.0,FATOR OPERACIONAL,ACIDENTE,22/02/2012,17.0,-48.3566666667,-1.3611111111,13:40:00,2012-02-22 13:00:00,0.0,15.0
45572,1993.0,SUBSTANCIAL,0.0,FATOR OPERACIONAL,ACIDENTE,06/02/2012,19.0,-49.4186111111,-20.3563888889,19:30:00,2012-06-02 19:00:00,0.0,2.2
45572,1993.0,SUBSTANCIAL,0.0,FATOR HUMANO,ACIDENTE,06/02/2012,19.0,-49.4186111111,-20.3563888889,19:30:00,2012-06-02 19:00:00,0.0,2.2
45572,1993.0,SUBSTANCIAL,0.0,FATOR HUMANO,ACIDENTE,06/02/2012,19.0,-49.4186111111,-20.3563888889,19:30:00,2012-06-02 19:00:00,0.0,2.2
45572,1993.0,SUBSTANCIAL,0.0,FATOR OPERACIONAL,ACIDENTE,06/02/2012,19.0,-49.4186111111,-20.3563888889,19:30:00,2012-06-02 19:00:00,0.0,2.2
45573,1999.0,SUBSTANCIAL,1.0,FATOR HUMANO,ACIDENTE,28/02/2012,13.0,-60.0211111111,-3.0727777778,10:15:00,2012-02-28 10:00:00,0.3,7.4
45573,1999.0,SUBSTANCIAL,1.0,FATOR OPERACIONAL,ACIDENTE,28/02/2012,13.0,-60.0211111111,-3.0727777778,10:15:00,2012-02-28 10:00:00,0.3,7.4
45573,1999.0,SUBSTANCIAL,1.0,FATOR HUMANO,ACIDENTE,28/02/2012,13.0,-60.0211111111,-3.0727777778,10:15:00,2012-02-28 10:00:00,0.3,7.4
45573,1999.0,SUBSTANCIAL,1.0,FATOR HUMANO,ACIDENTE,28/02/2012,13.0,-60.0211111111,-3.0727777778,10:15:00,2012-02-28 10:00:00,0.3,7.4
45573,1999.0,SUBSTANCIAL,1.0,FATOR OPERACIONAL,ACIDENTE,28/02/2012,13.0,-60.0211111111,-3.0727777778,10:15:00,2012-02-28 10:00:00,0.3,7.4
45573,1999.0,SUBSTANCIAL,1.0,FATOR HUMANO,ACIDENTE,28/02/2012,13.0,-60.0211111111,-3.0727777778,10:15:00,2012-02-28 10:00:00,0.3,7.4
45573,1999.0,SUBSTANCIAL,1.0,FATOR HUMANO,ACIDENTE,28/02/2012,13.0,-60.0211111111,-3.0727777778,10:15:00,2012-02-28 10:00:00,0.3,7.4
45573,1999.0,SUBSTANCIAL,1.0,OUTRO,ACIDENTE,28/02/2012,13.0,-60.0211111111,-3.0727777778,10:15:00,2012-02-28 10:00:00,0.3,7.4
45573,1999.0,SUBSTANCIAL,1.0,FATOR HUMANO,ACIDENTE,28/02/2012,13.0,-60.0211111111,-3.0727777778,10:15:00,2012-02-28 10:00:00,0.3,7.4
45573,1999.0,SUBSTANCIAL,1.0,FATOR OPERACIONAL,ACIDENTE,28/02/2012,13.0,-60.0211111111,-3.0727777778,10:15:00,2012-02-28 10:00:00,0.3,7.4
45579,1979.0,SUBSTANCIAL,0.0,FATOR OPERACIONAL,ACIDENTE,28/01/2012,33.0,-47.1419444444,-23.0088888889,18:35:00,2012-01-28 18:00:00,0.0,12.4
45579,1979.0,SUBSTANCIAL,0.0,FATOR OPERACIONAL,ACIDENTE,28/01/2012,33.0,-47.1419444444,-23.0088888889,18:35:00,2012-01-28 18:00:00,0.0,12.4
45579,1979.0,SUBSTANCIAL,0.0,FATOR OPERACIONAL,ACIDENTE,28/01/2012,33.0,-47.1419444444,-23.0088888889,18:35:00,2012-01-28 18:00:00,0.0,12.4
45579,1979.0,SUBSTANCIAL,0.0,FATOR HUMANO,ACIDENTE,28/01/2012,33.0,-47.1419444444,-23.0088888889,18:35:00,2012-01-28 18:00:00,0.0,12.4
45584,1981.0,SUBSTANCIAL,0.0,FATOR OPERACIONAL,INCIDENTE GRAVE,19/02/2012,31.0,-37.3225,-11.4219444444,15:10:00,2012-02-19 15:00:00,0.2,15.9
45587,2000.0,SUBSTANCIAL,0.0,FATOR OPERACIONAL,ACIDENTE,05/02/2012,12.0,-46.1616666667,-13.755,20:27:00,2012-05-02 20:00:00,0.0,14.0
45587,2000.0,SUBSTANCIAL,0.0,FATOR OPERACIONAL,ACIDENTE,05/02/2012,12.0,-46.1616666667,-13.755,20:27:00,2012-05-02 20:00:00,0.0,14.0
45587,2000.0,SUBSTANCIAL,0.0,FATOR OPERACIONAL,ACIDENTE,05/02/2012,12.0,-46.1616666667,-13.755,20:27:00,2012-05-02 20:00:00,0.0,14.0
45589,2007.0,SUBSTANCIAL,0.0,FATOR OPERACIONAL,ACIDENTE,02/03/2012,5.0,-49.73111111,-21.66277778,17:35:00,2012-02-03 17:00:00,0.0,10.5
45589,2007.0,SUBSTANCIAL,0.0,FATOR OPERACIONAL,ACIDENTE,02/03/2012,5.0,-49.73111111,-21.66277778,17:35:00,2012-02-03 17:00:00,0.0,10.5
45589,2007.0,SUBSTANCIAL,0.0,FATOR OPERACIONAL,ACIDENTE,02/03/2012,5.0,-49.73111111,-21.66277778,17:35:00,2012-02-03 17:00:00,0.0,10.5
45589,2007.0,SUBSTANCIAL,0.0,FATOR OPERACIONAL,ACIDENTE,02/03/2012,5.0,-49.73111111,-21.66277778,17:35:00,2012-02-03 17:00:00,0.0,10.5
45589,2007.0,SUBSTANCIAL,0.0,FATOR OPERACIONAL,ACIDENTE,02/03/2012,5.0,-49.73111111,-21.66277778,17:35:00,2012-02-03 17:00:00,0.0,10.5
45589,2007.0,SUBSTANCIAL,0.0,FATOR OPERACIONAL,ACIDENTE,02/03/2012,5.0,-49.73111111,-21.66277778,17:35:00,2012-02-03 17:00:00,0.0,10.5
45589,2007.0,SUBSTANCIAL,0.0,FATOR HUMANO,ACIDENTE,02/03/2012,5.0,-49.73111111,-21.66277778,17:35:00,2012-02-03 17:00:00,0.0,10.5
45589,2007.0,SUBSTANCIAL,0.0,FATOR HUMANO,ACIDENTE,02/03/2012,5.0,-49.73111111,-21.66277778,17:35:00,2012-02-03 17:00:00,0.0,10.5
45596,1977.0,DESTRUÍDA,3.0,FATOR HUMANO,ACIDENTE,06/03/2012,35.0,-43.7452777778,-7.8144444444,12:30:00,2012-06-03 12:00:00,0.0,20.6
45596,1977.0,DESTRUÍDA,3.0,FATOR OPERACIONAL,ACIDENTE,06/03/2012,35.0,-43.7452777778,-7.8144444444,12:30:00,2012-06-03 12:00:00,0.0,20.6
45596,1977.0,DESTRUÍDA,3.0,FATOR OPERACIONAL,ACIDENTE,06/03/2012,35.0,-43.7452777778,-7.8144444444,12:30:00,2012-06-03 12:00:00,0.0,20.6
45596,1977.0,DESTRUÍDA,3.0,FATOR OPERACIONAL,ACIDENTE,06/03/2012,35.0,-43.7452777778,-7.8144444444,12:30:00,2012-06-03 12:00:00,0.0,20.6
45596,1977.0,DESTRUÍDA,3.0,FATOR OPERACIONAL,ACIDENTE,06/03/2012,35.0,-43.7452777778,-7.8144444444,12:30:00,2012-06-03 12:00:00,0.0,20.6
45596,1977.0,DESTRUÍDA,3.0,FATOR OPERACIONAL,ACIDENTE,06/03/2012,35.0,-43.7452777778,-7.8144444444,12:30:00,2012-06-03 12:00:00,0.0,20.6
45596,1977.0,DESTRUÍDA,3.0,FATOR OPERACIONAL,ACIDENTE,06/03/2012,35.0,-43.7452777778,-7.8144444444,12:30:00,2012-06-03 12:00:00,0.0,20.6
45597,1970.0,SUBSTANCIAL,0.0,FATOR OPERACIONAL,ACIDENTE,12/03/2012,42.0,-54.5966666667,-20.6058333333,14:38:00,2012-12-03 14:00:00,0.0,15.0
45597,1970.0,SUBSTANCIAL,0.0,FATOR OPERACIONAL,ACIDENTE,12/03/2012,42.0,-54.5966666667,-20.6058333333,14:38:00,2012-12-03 14:00:00,0.0,15.0
45597,1970.0,SUBSTANCIAL,0.0,FATOR OPERACIONAL,ACIDENTE,12/03/2012,42.0,-54.5966666667,-20.6058333333,14:38:00,2012-12-03 14:00:00,0.0,15.0
45597,1970.0,SUBSTANCIAL,0.0,FATOR OPERACIONAL,ACIDENTE,12/03/2012,42.0,-54.5966666667,-20.6058333333,14:38:00,2012-12-03 14:00:00,0.0,15.0
45597,1970.0,SUBSTANCIAL,0.0,FATOR OPERACIONAL,ACIDENTE,12/03/2012,42.0,-54.5966666667,-20.6058333333,14:38:00,2012-12-03 14:00:00,0.0,15.0
45597,1970.0,SUBSTANCIAL,0.0,FATOR OPERACIONAL,ACIDENTE,12/03/2012,42.0,-54.5966666667,-20.6058333333,14:38:00,2012-12-03 14:00:00,0.0,15.0
